^picklistId;OptionId;minValue;maxValue;value;status;external_code;parentOptionId;en_US;zh_CN;en_GB;tr_TR;en_DEBUG;pt_BR;es_ES;fr_FR;ar_SA
competencias;703;-1.0;-1.0;-1.0;ACTIVE;null;-1;Integrated Action;;;;Integrated Action;Conhecimento específico da fun...;;;
competencias;704;-1.0;-1.0;-1.0;ACTIVE;null;-1;Integrating Action;;;;Integrating Action;Construção de Relacionamentos;;;
competencias;705;-1.0;-1.0;-1.0;ACTIVE;null;-1;Operational Management;;;;Operational Management;Gestão da Operação;;;
competencias;706;-1.0;-1.0;-1.0;ACTIVE;null;-1;Operations Management;;;;Operations Management;Gestão da Operação;;;
competencias;707;-1.0;-1.0;-1.0;ACTIVE;null;-1;People Management;;;;People Management;Gestão da Transformação;;;
competencias;708;-1.0;-1.0;-1.0;ACTIVE;null;-1;Relationship-Building;;;;Relationship-Building;Gestão da Transformação;;;
competencias;709;-1.0;-1.0;-1.0;ACTIVE;null;-1;Self-Management;;;;Self-Management;Gestão de Pessoas;;;
competencias;710;-1.0;-1.0;-1.0;ACTIVE;null;-1;Specific knowledge of the func...;;;;Specific knowledge of the func...;Gestão de Si;;;
competencias;711;-1.0;-1.0;-1.0;ACTIVE;null;-1;Strategic Management;;;;Strategic Management;Gestão Estratégica;;;
competencias;712;-1.0;-1.0;-1.0;ACTIVE;null;-1;Transformation Management;;;;Transformation Management;Orientação Externa;;;
coursetype;415;1.0;1.0;-1.0;ACTIVE;null;-1;Classroom;;;;Classroom;Presencial;;;
coursetype;416;2.0;2.0;-1.0;ACTIVE;null;-1;On-line;;;;On-line;On-line;;;
crencas;713;-1.0;-1.0;-1.0;ACTIVE;null;-1;Alliance;;;;Alliance;Aliança;;;
crencas;714;-1.0;-1.0;-1.0;ACTIVE;null;-1;Cultivating Talents;;;;Cultivating Talents;Cultivo de Talentos;;;
crencas;716;-1.0;-1.0;-1.0;ACTIVE;null;-1;Excellence;;;;Excellence;Excelência;;;
crencas;4901;-1.0;-1.0;-1.0;ACTIVE;null;-1;Job Performance;;;;Job Performance;Desempenho na Função;;;
crencas;4902;-1.0;-1.0;-1.0;ACTIVE;null;-1;Learning Agility;;;;Learning Agility;Agilidade de Aprendizagem;;;
crencas;717;-1.0;-1.0;-1.0;ACTIVE;null;-1;Meritocracy;;;;Meritocracy;Meritocracia;;;
crencas;715;-1.0;-1.0;-1.0;ACTIVE;null;-1;Open Dialogue;;;;Open Dialogue;Diálogo Aberto;;;
crencas;718;-1.0;-1.0;-1.0;ACTIVE;null;-1;Pragmatism;;;;Pragmatism;Pragmatismo;;;
crencas;719;-1.0;-1.0;-1.0;ACTIVE;null;-1;Sense of Ownership;;;;Sense of Ownership;Senso de dono;;;
degree;397;1.0;1.0;-1.0;ACTIVE;null;-1;High School/Technical School Diploma;;;;High School/Technical School Diploma;Ensino Fundamental;;;
degree;398;2.0;2.0;-1.0;ACTIVE;null;-1;College Diploma;;;;College Diploma;Ensino Médio;;;
degree;399;3.0;3.0;-1.0;ACTIVE;null;-1;College Post Graduate Certificate;;;;College Post Graduate Certificate;Tecnólogo;;;
degree;400;4.0;4.0;-1.0;ACTIVE;null;-1;University Undergraduate Degree;;;;University Undergraduate Degree;Formação Superior;;;
degree;401;5.0;5.0;-1.0;ACTIVE;null;-1;University Masters Degree;;;;University Masters Degree;Mestrado;;;
degree;402;6.0;6.0;-1.0;ACTIVE;null;-1;University PHD;;;;University PHD;Doutorado;;;
degree;403;7.0;7.0;-1.0;ACTIVE;null;-1;Other;;;;Other;Outra formação profissional;;;
degree;686;8.0;8.0;-1.0;DELETED;null;-1;---;;;;---;Outra formação profissional;;;
depositType;3;-1.0;-1.0;-1.0;ACTIVE;balance;-1;Balance;;;;;;;;
depositType;4;-1.0;-1.0;-1.0;ACTIVE;flat;-1;Flat Amount;;;;;;;;
depositType;5;-1.0;-1.0;-1.0;ACTIVE;percentage;-1;Percentage Amount;;;;;;;;
impactOfLoss;441;1.0;1.0;1.0;ACTIVE;;-1;Low;;;;Low;Baixo;;;
impactOfLoss;442;2.0;2.0;2.0;ACTIVE;;-1;Medium;;;;Medium;Médio;;;
impactOfLoss;443;3.0;3.0;3.0;ACTIVE;;-1;High;;;;High;Alto;;;
languages;341;-1.0;-1.0;-1.0;ACTIVE;null;-1;Afrikaner;;;;Afrikaner;Africânder;;;
languages;342;-1.0;-1.0;-1.0;ACTIVE;null;-1;Albanian;;;;Albanian;Albanês;;;
languages;344;-1.0;-1.0;-1.0;ACTIVE;null;-1;Arabic;;;;German;Árabe;;;
languages;345;-1.0;-1.0;-1.0;ACTIVE;null;-1;Azeri;;;;Arabic;Azeri;;;
languages;346;-1.0;-1.0;-1.0;ACTIVE;null;-1;Bangla;;;;Azeri;Bengalês;;;
languages;347;-1.0;-1.0;-1.0;ACTIVE;null;-1;Belarusian;;;;Bangla;Bielorusso;;;
languages;348;-1.0;-1.0;-1.0;ACTIVE;null;-1;Bulgarian;;;;Belarusian;Búlgaro;;;
languages;350;-1.0;-1.0;-1.0;ACTIVE;null;-1;Chinese (Cantonese);;;;Bulgarian;Chinês (cantonês);;;
languages;351;-1.0;-1.0;-1.0;ACTIVE;null;-1;Chinese (Mandarin);;;;Czech;Chinês (mandarim);;;
languages;353;-1.0;-1.0;-1.0;ACTIVE;null;-1;Croatian;;;;Chinese (Cantonese);Croata;;;
languages;349;-1.0;-1.0;-1.0;ACTIVE;null;-1;Czech;;;;Chinese (Mandarin);Checo;;;
languages;354;-1.0;-1.0;-1.0;ACTIVE;null;-1;Danish;;;;Korean;Dinamarquês;;;
languages;367;-1.0;-1.0;-1.0;ACTIVE;null;-1;Dutch;;;;Croatian;Holandês;;;
languages;370;-1.0;-1.0;-1.0;ACTIVE;null;-1;English;;;;Danish;Inglês;;;
languages;359;-1.0;-1.0;-1.0;ACTIVE;null;-1;Estonian;;;;Scottish;Estônio;;;
languages;360;-1.0;-1.0;-1.0;ACTIVE;null;-1;Farsi;;;;Slovak;Farsi;;;
languages;361;-1.0;-1.0;-1.0;ACTIVE;null;-1;Finnish;;;;Slovenian;Finlandês;;;
languages;362;-1.0;-1.0;-1.0;ACTIVE;null;-1;French;;;;Spanish;Francês;;;
languages;363;-1.0;-1.0;-1.0;ACTIVE;null;-1;Georgian;;;;Estonian;Georgiano;;;
languages;343;-1.0;-1.0;-1.0;ACTIVE;null;-1;German;;;;Farsi;Alemão;;;
languages;364;-1.0;-1.0;-1.0;ACTIVE;null;-1;Greek;;;;Finnish;Grego;;;
languages;365;-1.0;-1.0;-1.0;ACTIVE;null;-1;Hebrew;;;;French;Hebraico;;;
languages;366;-1.0;-1.0;-1.0;ACTIVE;null;-1;Hindi;;;;Georgian;Hindi;;;
languages;368;-1.0;-1.0;-1.0;ACTIVE;null;-1;Hungarian;;;;Greek;Húngaro;;;
languages;372;-1.0;-1.0;-1.0;ACTIVE;null;-1;Icelandic;;;;Hebrew;Islandês;;;
languages;369;-1.0;-1.0;-1.0;ACTIVE;null;-1;Indonesian;;;;Hindi;Indonésio;;;
languages;371;-1.0;-1.0;-1.0;ACTIVE;null;-1;Irish;;;;Dutch;Irlandês;;;
languages;373;-1.0;-1.0;-1.0;ACTIVE;null;-1;Italian;;;;Hungarian;Italiano;;;
languages;374;-1.0;-1.0;-1.0;ACTIVE;null;-1;Japanese;;;;Indonesian;Japonês;;;
languages;352;-1.0;-1.0;-1.0;ACTIVE;null;-1;Korean;;;;English;Coreano;;;
languages;375;-1.0;-1.0;-1.0;ACTIVE;null;-1;Lithuanian;;;;Irish;Lituano;;;
languages;376;-1.0;-1.0;-1.0;ACTIVE;null;-1;Macedonian;;;;Icelandic;Macedônio;;;
languages;377;-1.0;-1.0;-1.0;ACTIVE;null;-1;Malay;;;;Italian;Malaio;;;
languages;378;-1.0;-1.0;-1.0;ACTIVE;null;-1;Modern Arabic;;;;Japanese;Modern Árabe;;;
languages;379;-1.0;-1.0;-1.0;ACTIVE;null;-1;Mongolian;;;;Lithuanian;Mongol;;;
languages;380;-1.0;-1.0;-1.0;ACTIVE;null;-1;Nepali;;;;Macedonian;Nepalês;;;
languages;381;-1.0;-1.0;-1.0;ACTIVE;null;-1;Norwegian;;;;Malay;Norueguês;;;
languages;382;-1.0;-1.0;-1.0;ACTIVE;null;-1;Polish;;;;Modern Arabic;Polaco;;;
languages;383;-1.0;-1.0;-1.0;ACTIVE;null;-1;Portuguese;;;;Mongolian;Português;;;
languages;384;-1.0;-1.0;-1.0;ACTIVE;null;-1;Romanian;;;;Nepali;Romeno;;;
languages;385;-1.0;-1.0;-1.0;ACTIVE;null;-1;Russian;;;;Norwegian;Russo;;;
languages;355;-1.0;-1.0;-1.0;ACTIVE;null;-1;Scottish;;;;Polish;Escocês;;;
languages;386;-1.0;-1.0;-1.0;ACTIVE;null;-1;Serbian;;;;Portuguese;Sérvio;;;
languages;356;-1.0;-1.0;-1.0;ACTIVE;null;-1;Slovak;;;;Romanian;Eslovaco;;;
languages;357;-1.0;-1.0;-1.0;ACTIVE;null;-1;Slovenian;;;;Russian;Esloveno;;;
languages;358;-1.0;-1.0;-1.0;ACTIVE;null;-1;Spanish;;;;Serbian;Espanhol;;;
languages;388;-1.0;-1.0;-1.0;ACTIVE;null;-1;Swahili;;;;Swedish;Swahili;;;
languages;387;-1.0;-1.0;-1.0;ACTIVE;null;-1;Swedish;;;;Swahili;Sueco;;;
languages;389;-1.0;-1.0;-1.0;ACTIVE;null;-1;Thai;;;;Thai;Tailandês;;;
languages;390;-1.0;-1.0;-1.0;ACTIVE;null;-1;Tibetan;;;;Tibetan;Tibetano;;;
languages;391;-1.0;-1.0;-1.0;ACTIVE;null;-1;Turkish;;;;Turkish;Turco;;;
languages;392;-1.0;-1.0;-1.0;ACTIVE;null;-1;Ukrainian;;;;Ukrainian;Ucraniano;;;
languages;393;-1.0;-1.0;-1.0;ACTIVE;null;-1;Urdu;;;;Urdu;Urdu;;;
languages;394;-1.0;-1.0;-1.0;ACTIVE;null;-1;Uzbek;;;;Uzbek;Usbeque;;;
languages;395;-1.0;-1.0;-1.0;ACTIVE;null;-1;Vietnamese;;;;Vietnamese;Vietnamita;;;
languages;396;-1.0;-1.0;-1.0;ACTIVE;null;-1;Zulu;;;;Zulu;Zulu;;;
mobility;413;-1.0;-1.0;-1.0;ACTIVE;null;-1;No mobility;;;;No mobility;Atualmente sem mobilidade;;;
mobility;414;-1.0;-1.0;-1.0;ACTIVE;null;-1;Mobility within country;;;;Mobility within country;Mobilidade dentro do país;;;
mobility;687;-1.0;-1.0;-1.0;ACTIVE;null;-1;Mobility within region (VCNA/VCEAA/VCBR);;;;Mobility within region (VCNA/VCEAA/VCBR);Mobilidade dentro da região (VCNA/VCEAA/VCBR);;;
mobility;688;-1.0;-1.0;-1.0;ACTIVE;null;-1;International mobility (all regions);;;;International mobility (all regions);Mobilidade Internacional (em todas as regiões);;;
proficiency;406;1.0;1.0;-1.0;ACTIVE;null;-1;Basic;;;;Basic;Básico;;;
proficiency;407;2.0;2.0;-1.0;ACTIVE;null;-1;Intermediate;;;;Intermediate;Intermediário;;;
proficiency;408;3.0;3.0;-1.0;ACTIVE;null;-1;Advanced;;;;Advanced;Avançado;;;
proficiency;409;4.0;4.0;-1.0;ACTIVE;null;-1;Fluent;;;;Fluent;Fluente;;;
readiness;444;-1.0;-1.0;5.0;DELETED;null;-1;Emergency Replacement;Emergency Replacement;;Emergency Replacement;Emergency Replacement;Reposição Emergencial;Emergency Replacement;Emergency Replacement;
readiness;445;-1.0;-1.0;4.0;ACTIVE;null;-1;Ready Now;Ready Now;;Ready Now;Ready Now;Prontidão Imediata;Ready Now;Ready Now;
readiness;446;-1.0;-1.0;3.0;ACTIVE;null;-1;Short Term (up to 2 years);Short Term (up to 2 years);;Short Term (up to 2 years);Short Term (up to 2 years);Curto Prazo (Até 2 anos);Short Term (up to 2 years);Short Term (up to 2 years);
readiness;447;-1.0;-1.0;2.0;ACTIVE;null;-1;Medium Term (2-4 years);Medium Term (2-4 years);;Medium Term (2-4 years);Medium Term (2-4 years);Médio Prazo (de 2 a 4 anos);Medium Term (2-4 years);Medium Term (2-4 years);
readiness;448;-1.0;-1.0;1.0;ACTIVE;null;-1;Long Term (Above 4 years);Long Term (Above 4 years);;Long Term (Above 4 years);Long Term (Above 4 years);Longo Prazo (Acima de 4 anos);Long Term (Above 4 years);Long Term (Above 4 years);
restricao;684;-1.0;-1.0;-1.0;ACTIVE;;-1;Preferences;;;;Preferences;Preferências;;;
restricao;685;-1.0;-1.0;-1.0;ACTIVE;;-1;Restrictions;;;;Restrictions;Restrições;;;
riskOfLoss;438;1.0;1.0;1.0;ACTIVE;;-1;Low;;;;Low;Baixo;;;
riskOfLoss;439;2.0;2.0;2.0;ACTIVE;;-1;Medium;;;;Medium;Médio;;;
riskOfLoss;440;3.0;3.0;3.0;ACTIVE;;-1;High;;;;High;Alto;;;
situation;410;-1.0;-1.0;-1.0;ACTIVE;null;-1;Completed;;;;Completed;Concluído;;;
situation;411;-1.0;-1.0;-1.0;ACTIVE;null;-1;In Progress;;;;In Progress;Cursando;;;
situation;412;-1.0;-1.0;-1.0;ACTIVE;null;-1;---;;;;---;Interrompido;;;
talentPool;434;-1.0;-1.0;-1.0;ACTIVE;;-1;Yes;;;;Yes;Sim;;;
talentPool;435;-1.0;-1.0;-1.0;ACTIVE;;-1;No;;;;No;Não;;;
talentPool;436;-1.0;-1.0;-1.0;DELETED;;-1;Especialist;;;;Especialist;Profissional Especialista / Técnico;;;
talentPool;437;-1.0;-1.0;-1.0;DELETED;;-1;Retirement;;;;Retirement;Planejamento de Aposentadoria;;;
yesno;404;1.0;1.0;-1.0;ACTIVE;null;-1;Yes;;;;Yes;Sim;;;
yesno;405;2.0;2.0;-1.0;ACTIVE;null;-1;No;;;;No;Não;;;
